frame,t,hand,p_x,p_y,p_z,qw,qx,qy,qz,is_open,close_event,open_event,box_x,box_y,box_z,center_x,center_y,center_z,enable_squeeze,squeeze_amount,squeeze_alpha_step
376,11.77849,right,3.362094,-0.4559563,0.4855283,0.4948483,0.3462963,0.1243462,0.787237,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
377,11.80004,left,3.406204,0.1512986,0.4470357,0.7701697,0.05433466,0.4984754,0.394219,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
377,11.80004,right,3.37218,-0.4582957,0.4957644,0.4839785,0.3439455,0.1383542,0.7926692,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
378,11.82177,left,3.417407,0.1493075,0.4610574,0.7663811,0.06534799,0.5064795,0.3897026,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
378,11.82177,right,3.38023,-0.461474,0.5039606,0.4739012,0.3400185,0.1482399,0.7986426,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
379,11.84218,left,3.42577,0.1461062,0.4740437,0.7647758,0.0749952,0.5090995,0.3877004,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
379,11.84218,right,3.38876,-0.4679574,0.5099307,0.4644904,0.3568015,0.1437089,0.7976774,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
380,11.86316,left,3.433279,0.143503,0.4853587,0.7598882,0.0792741,0.5163356,0.386889,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
380,11.86316,right,3.396297,-0.4721597,0.5160115,0.4569494,0.371218,0.1411035,0.7959173,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
381,11.88448,left,3.439893,0.1402748,0.4966719,0.7513613,0.08304292,0.5266616,0.3888286,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
381,11.88448,right,3.399917,-0.4712648,0.5233799,0.45243,0.3612179,0.153786,0.8007363,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
382,11.90506,left,3.445115,0.1375379,0.5071236,0.7387013,0.08448909,0.5417211,0.3920717,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
382,11.90506,right,3.403944,-0.4735879,0.529039,0.4440224,0.3534813,0.1618467,0.8072799,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
383,11.92552,left,3.45203,0.1358624,0.518034,0.7326209,0.09370334,0.5495602,0.3904739,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
383,11.92552,right,3.409361,-0.4780382,0.53513,0.4333404,0.3494499,0.1691054,0.8133292,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
384,11.94597,left,3.456554,0.1364179,0.5226126,0.7320562,0.09928953,0.5524839,0.3860011,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
384,11.94597,right,3.412271,-0.4809021,0.5381043,0.4273364,0.3480355,0.1721942,0.8164582,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
385,11.9663,left,3.467682,0.1360321,0.5339178,0.7381837,0.1216162,0.5471032,0.3754628,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
385,11.9663,right,3.417456,-0.4865193,0.5428902,0.4172733,0.3535481,0.1732264,0.8190722,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
386,11.98662,left,3.479589,0.1353644,0.5423181,0.7376135,0.1331981,0.55237,0.3647903,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
386,11.98662,right,3.424421,-0.4910927,0.5492477,0.4038765,0.3545344,0.1817466,0.8235031,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
387,12.00735,left,3.490683,0.1329175,0.5522822,0.7274812,0.1430272,0.5647429,0.3624635,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
387,12.00735,right,3.434998,-0.4959776,0.5568744,0.3869599,0.3564131,0.1948746,0.8278018,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
388,12.02802,left,3.500957,0.1254243,0.566489,0.7171533,0.1616088,0.5698713,0.3671791,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
388,12.02802,right,3.446271,-0.5020961,0.563967,0.3702478,0.3628432,0.2051066,0.8301764,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
389,12.04915,left,3.514105,0.1167851,0.5798209,0.7083916,0.1878144,0.5718989,0.3685631,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
389,12.04915,right,3.456222,-0.5060515,0.5697232,0.3553365,0.3649324,0.2156262,0.833106,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
390,12.06946,left,3.528124,0.1072578,0.5935082,0.7072234,0.2232728,0.5629632,0.3647696,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
390,12.06946,right,3.466439,-0.5080538,0.5777432,0.3386979,0.3597333,0.2323799,0.8377799,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
391,12.09004,left,3.534206,0.1049381,0.5977215,0.7071761,0.235864,0.5609498,0.3600076,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
391,12.09004,right,3.471639,-0.5080254,0.581696,0.3324984,0.3634432,0.2403107,0.8364238,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
392,12.11042,left,3.543943,0.1016672,0.602879,0.7067098,0.2530264,0.5600576,0.3505345,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
392,12.11042,right,3.479224,-0.5078617,0.5886486,0.3279872,0.3790263,0.249174,0.8286591,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
393,12.13076,left,3.543216,0.1022444,0.602886,0.7088643,0.2490114,0.5599321,0.3492573,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
393,12.13076,right,3.476405,-0.5058743,0.5923122,0.3381304,0.3876667,0.2485977,0.8207201,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
394,12.15116,left,3.532717,0.09960216,0.6041768,0.6970952,0.2286544,0.5703131,0.3694841,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
394,12.15116,right,3.470998,-0.5052787,0.5941708,0.3447357,0.3777564,0.248843,0.8225172,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
395,12.17155,left,3.525463,0.09229084,0.6083957,0.6877499,0.222684,0.5722187,0.3872696,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
395,12.17155,right,3.465321,-0.5065805,0.5924134,0.3505029,0.3799118,0.2389179,0.8220298,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
396,12.19189,left,3.522963,0.08653629,0.6130483,0.672129,0.219781,0.5834614,0.3993891,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
396,12.19189,right,3.459561,-0.5064386,0.5915314,0.353513,0.3705796,0.2360059,0.8258333,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
397,12.21237,left,3.521463,0.08445269,0.6144971,0.6613916,0.2146812,0.5932082,0.4056811,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
397,12.21237,right,3.457185,-0.5062534,0.5914052,0.3546086,0.3664857,0.2347681,0.8275415,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
398,12.23279,left,3.517073,0.08311211,0.6160061,0.6472936,0.203271,0.6061547,0.4150522,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
398,12.23279,right,3.455676,-0.5071245,0.5914435,0.3539768,0.3688453,0.2319026,0.8275716,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
399,12.25309,left,3.513858,0.086382,0.614722,0.6440393,0.1935582,0.6135506,0.4138893,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
399,12.25309,right,3.455412,-0.5054021,0.5943646,0.3552917,0.37479,0.2356116,0.8232784,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
400,12.27404,left,3.51226,0.08673376,0.6160755,0.6486685,0.1953702,0.6097562,0.4114086,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
400,12.27404,right,3.453912,-0.5028446,0.5987279,0.3583667,0.3757866,0.2420055,0.8196286,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
401,12.29468,left,3.510355,0.08276625,0.6200904,0.6443325,0.1965923,0.6099777,0.4172702,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
401,12.29468,right,3.450643,-0.5029832,0.6006954,0.3629864,0.3763019,0.2414063,0.8175334,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
402,12.31508,left,3.509284,0.07955887,0.6238357,0.6309089,0.1913304,0.6195096,0.4260921,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
402,12.31508,right,3.444955,-0.5056211,0.6002247,0.380109,0.4007869,0.2315364,0.8007983,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
403,12.33613,left,3.505983,0.07408448,0.6271673,0.6280134,0.1916206,0.616753,0.4341618,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
403,12.33613,right,3.443876,-0.5029101,0.6061091,0.3637584,0.3613888,0.2667035,0.8160558,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
404,12.35721,left,3.504885,0.07064883,0.6297894,0.6271428,0.1950441,0.6136581,0.438262,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
404,12.35721,right,3.449794,-0.5035982,0.6077553,0.3407266,0.342578,0.2861006,0.8274613,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
405,12.3781,left,3.507714,0.06695347,0.6329811,0.6251306,0.2042523,0.6122389,0.4389264,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
405,12.3781,right,3.452291,-0.5093702,0.6057347,0.3253293,0.3363758,0.2884041,0.8353654,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
406,12.39921,left,3.513078,0.06594652,0.6352429,0.6199774,0.2114009,0.6170958,0.4360396,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
406,12.39921,right,3.441845,-0.5102746,0.6023653,0.3459092,0.341724,0.2684981,0.831553,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
407,12.41998,left,3.519731,0.06491039,0.6382359,0.6109511,0.2197438,0.6242554,0.4344614,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
407,12.41998,right,3.434081,-0.5131836,0.5976795,0.3671831,0.3719015,0.2390594,0.8183621,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
408,12.44025,left,3.523293,0.06072515,0.6421434,0.6053649,0.2305002,0.6245757,0.4362433,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
408,12.44025,right,3.432535,-0.5146255,0.5988375,0.3605076,0.3651033,0.2449152,0.8226484,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
409,12.4605,left,3.524844,0.05520429,0.6469015,0.6053242,0.2433152,0.6178108,0.4389648,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
409,12.4605,right,3.437557,-0.5150017,0.604715,0.349276,0.3676854,0.2634952,0.8205997,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
410,12.48102,left,3.523866,0.05273265,0.6494129,0.6029479,0.246814,0.6175818,0.4406011,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
410,12.48102,right,3.438591,-0.5123736,0.6135488,0.3479824,0.3800222,0.287479,0.8073705,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
411,12.50152,left,3.522302,0.05378965,0.6489871,0.5971254,0.240787,0.6249036,0.441541,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
411,12.50152,right,3.437016,-0.5096668,0.6173049,0.3432502,0.3687935,0.3033686,0.8087881,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
412,12.52276,left,3.516493,0.04865157,0.6514285,0.5892685,0.2378762,0.6262413,0.451663,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
412,12.52276,right,3.433799,-0.5069723,0.6194543,0.3327804,0.3520041,0.3205486,0.8140018,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
413,12.54413,left,3.51319,0.04213323,0.6554105,0.5863879,0.2434545,0.6217425,0.4586015,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
413,12.54413,right,3.421043,-0.5109128,0.6126698,0.3469684,0.3511369,0.293162,0.8187624,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
414,12.56446,left,3.510252,0.03788698,0.6583856,0.5812032,0.2448126,0.6218554,0.4642904,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
414,12.56446,right,3.405856,-0.5132325,0.6048808,0.3655166,0.3554253,0.2605303,0.8198746,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
415,12.58536,left,3.507232,0.03376643,0.6617036,0.5751727,0.2468168,0.6223099,0.4700939,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
415,12.58536,right,3.392745,-0.5119298,0.6009822,0.3849685,0.3649709,0.2351737,0.8144254,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
416,12.60643,left,3.506797,0.03198153,0.6645216,0.5689865,0.2524361,0.6255701,0.4703111,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
416,12.60643,right,3.38324,-0.506148,0.6058319,0.3995767,0.3629101,0.2358768,0.8080822,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
417,12.62755,left,3.506674,0.03090602,0.6667368,0.5664138,0.259911,0.6267523,0.4677643,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
417,12.62755,right,3.380176,-0.4986504,0.6159542,0.4058123,0.3623221,0.2541457,0.7996556,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
418,12.64836,left,3.504182,0.03209394,0.6678213,0.5638437,0.2620785,0.6294127,0.4660845,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
418,12.64836,right,3.381172,-0.4917625,0.627878,0.4010733,0.3593281,0.2805543,0.794552,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
419,12.66871,left,3.500394,0.03238616,0.6694446,0.558854,0.2607529,0.6328099,0.4682326,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
419,12.66871,right,3.385015,-0.4872612,0.6377058,0.3970388,0.3655034,0.2974636,0.7875804,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
420,12.69522,left,3.499188,0.03181469,0.6716413,0.5521458,0.2634139,0.6365771,0.4695932,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
420,12.69522,right,3.385338,-0.4855538,0.6440333,0.3914885,0.3703864,0.3058307,0.7848683,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
421,12.71991,left,3.500098,0.03201482,0.6744134,0.5467868,0.2695642,0.6394894,0.4684151,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
421,12.71991,right,3.378273,-0.484526,0.64592,0.3955935,0.3708089,0.2995005,0.7850516,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
422,12.75202,left,3.500544,0.0335336,0.6772161,0.543071,0.2787492,0.641613,0.4644411,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
422,12.75202,right,3.367956,-0.4795138,0.6494447,0.4029031,0.3684137,0.2963441,0.7836585,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
423,12.78712,left,3.501235,0.03582031,0.6785356,0.5387586,0.2897527,0.6447227,0.4583832,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
423,12.78712,right,3.363788,-0.4759106,0.6523091,0.3975115,0.3733177,0.300912,0.7823494,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
424,12.80773,left,3.499523,0.03800599,0.6782922,0.5347762,0.293822,0.6470649,0.4571543,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
424,12.80773,right,3.358303,-0.4690179,0.6539897,0.4014739,0.3712206,0.3066458,0.7790907,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
425,12.82808,left,3.496359,0.03896403,0.6781405,0.5321742,0.2974723,0.6467065,0.4583356,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
425,12.82808,right,3.349782,-0.4602389,0.6546742,0.4119785,0.369284,0.308041,0.7739599,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
426,12.84936,left,3.495042,0.04023043,0.6777039,0.5282831,0.3029934,0.6481402,0.4571939,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
426,12.84936,right,3.340441,-0.4527544,0.6534195,0.4212199,0.3682278,0.3062123,0.7702053,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
427,12.86998,left,3.494327,0.04325479,0.6763541,0.5384563,0.3144275,0.6422769,0.445736,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
427,12.86998,right,3.328979,-0.4442779,0.6515893,0.4339919,0.3655274,0.3033186,0.7655316,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
428,12.89055,left,3.493521,0.04661164,0.6755246,0.5407693,0.3149258,0.643105,0.4413688,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
428,12.89055,right,3.321453,-0.4401419,0.6499783,0.4418392,0.3617156,0.3001093,0.7641168,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
429,12.91143,left,3.483286,0.05361386,0.6723014,0.5430914,0.3016272,0.6479777,0.4406786,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
429,12.91143,right,3.30644,-0.4339967,0.6450214,0.4550864,0.3565854,0.2885028,0.763223,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
430,12.93213,left,3.470482,0.05311292,0.6728361,0.5480671,0.2936872,0.6413662,0.4494661,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
430,12.93213,right,3.292163,-0.4318064,0.6392089,0.4644095,0.3538095,0.2717207,0.765056,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
431,12.95288,left,3.460732,0.05049803,0.6746314,0.5496122,0.2926619,0.6341224,0.4584368,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
431,12.95288,right,3.278595,-0.4278619,0.634232,0.4745702,0.348514,0.258021,0.7659937,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
432,12.97359,left,3.456383,0.05180385,0.6755886,0.5544855,0.3001952,0.6300548,0.4532766,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
432,12.97359,right,3.267548,-0.4236877,0.6324439,0.4846824,0.3488467,0.2489855,0.7624927,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
433,12.99821,left,3.453352,0.05542146,0.6766723,0.5606553,0.3086035,0.6272308,0.4438592,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
433,12.99821,right,3.26041,-0.4202358,0.6340495,0.4885083,0.3541258,0.2474954,0.7580901,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
434,13.01921,left,3.450418,0.05957779,0.6778166,0.5618216,0.3150884,0.6279529,0.4367505,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
434,13.01921,right,3.25641,-0.4181535,0.638827,0.482992,0.3581906,0.2569766,0.7565588,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
435,13.03996,left,3.444677,0.0632479,0.6788241,0.5621794,0.3153841,0.6293243,0.4340946,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
435,13.03996,right,3.253442,-0.4184684,0.6425072,0.4736896,0.3633613,0.2644075,0.7574136,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
436,13.06088,left,3.437237,0.06550926,0.6793057,0.5638201,0.3141157,0.6287896,0.433661,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
436,13.06088,right,3.247486,-0.4188458,0.6445174,0.4678598,0.3663028,0.2679169,0.7583865,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
437,13.0822,left,3.431979,0.0681145,0.6794,0.569162,0.3172089,0.6261051,0.4282821,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
437,13.0822,right,3.237318,-0.415944,0.6452677,0.468933,0.3627575,0.2691625,0.7589865,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
438,13.10505,left,3.428111,0.07196631,0.6784772,0.5754768,0.3212045,0.6243198,0.4193792,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
438,13.10505,right,3.226073,-0.4116249,0.6449131,0.4737702,0.3609586,0.2665067,0.7577763,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
439,13.12695,left,3.424248,0.07642958,0.6771499,0.5818432,0.3246808,0.6231545,0.4095356,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
439,13.12695,right,3.213483,-0.4054393,0.644292,0.4819131,0.3599216,0.2632419,0.7542678,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
440,13.14793,left,3.421492,0.08098596,0.6752928,0.587608,0.3300136,0.6221343,0.3984429,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
440,13.14793,right,3.201702,-0.3992751,0.6437142,0.4902516,0.361524,0.2604397,0.7490827,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
441,13.16874,left,3.418684,0.08633417,0.6731365,0.5896519,0.3329303,0.6250056,0.3883763,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
441,13.16874,right,3.190421,-0.3934886,0.6434057,0.4978131,0.3632604,0.2595258,0.7435526,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
442,13.18923,left,3.416481,0.08913576,0.6719325,0.5852754,0.3297967,0.6316699,0.3868851,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
442,13.18923,right,3.18506,-0.390733,0.6431556,0.5007105,0.3651161,0.2589636,0.7408894,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
443,13.21057,left,3.410092,0.09306157,0.6701332,0.5717937,0.320989,0.6461438,0.3905335,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
443,13.21057,right,3.173511,-0.3864889,0.6415665,0.5057794,0.36688,0.2570964,0.7372162,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
444,13.231,left,3.405281,0.09231752,0.6698536,0.5645466,0.3240698,0.6507458,0.3908909,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
444,13.231,right,3.160617,-0.3825582,0.6384684,0.5091598,0.3652514,0.2555086,0.7362493,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
445,13.25134,left,3.399287,0.09256741,0.6684744,0.5716273,0.332136,0.6446887,0.3838025,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
445,13.25134,right,3.146443,-0.3793594,0.6346401,0.5145487,0.3655276,0.2511212,0.7338715,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
446,13.27169,left,3.391227,0.09310689,0.6660838,0.5751287,0.3346381,0.6426468,0.3798019,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
446,13.27169,right,3.129744,-0.3761186,0.6288465,0.5213636,0.3642665,0.2438643,0.7321339,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
447,13.29225,left,3.381202,0.09410665,0.663174,0.5760972,0.332306,0.6439618,0.3781507,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
447,13.29225,right,3.11247,-0.3723453,0.622905,0.5288472,0.3616011,0.2353448,0.7308749,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
448,13.31259,left,3.374187,0.09465136,0.6623309,0.5784388,0.3298943,0.6424662,0.3792301,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
448,13.31259,right,3.103312,-0.3702407,0.6197214,0.5335885,0.3607346,0.2298899,0.7295921,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
449,13.33296,left,3.359792,0.09513002,0.6604147,0.5772487,0.3238919,0.6436763,0.3841338,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
449,13.33296,right,3.085035,-0.3650419,0.6138918,0.545086,0.3611275,0.2187994,0.7242893,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
450,13.35314,left,3.344884,0.09411328,0.6591061,0.581325,0.3236309,0.6386682,0.3865581,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
450,13.35314,right,3.065908,-0.3588912,0.6086214,0.5579339,0.3611924,0.20878,0.7173986,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
451,13.3735,left,3.330845,0.09205536,0.6576259,0.5864314,0.3266092,0.6322231,0.3869348,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
451,13.3735,right,3.047269,-0.3534755,0.603644,0.5683892,0.3597631,0.2010693,0.7120924,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
452,13.39395,left,3.31753,0.09059634,0.6548854,0.5882459,0.3281225,0.630391,0.3858881,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
452,13.39395,right,3.029916,-0.3503196,0.5996104,0.5745752,0.3607385,0.1959777,0.7080423,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
453,13.41431,left,3.304326,0.08842071,0.652,0.5904934,0.3307247,0.6281162,0.3839384,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
453,13.41431,right,3.014542,-0.3490248,0.5971404,0.5768985,0.3656628,0.1938195,0.7042108,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
454,13.43513,left,3.290791,0.08705162,0.6488631,0.592674,0.3316243,0.6268995,0.3817851,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
454,13.43513,right,2.999102,-0.3484831,0.5955037,0.579601,0.3738334,0.1896714,0.6988104,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
455,13.45582,left,3.283961,0.08639436,0.6477075,0.5928394,0.3316692,0.627002,0.381321,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
455,13.45582,right,2.991106,-0.3478853,0.5946656,0.5812349,0.3771273,0.1876181,0.696233,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
456,13.47624,left,3.271802,0.08414944,0.6456038,0.5923284,0.3352216,0.6273358,0.3784486,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
456,13.47624,right,2.974864,-0.3464568,0.5943806,0.5840616,0.3839956,0.1859866,0.6905277,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
457,13.49688,left,3.263443,0.08199569,0.6447126,0.5905871,0.3444999,0.6293029,0.3694652,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
457,13.49688,right,2.95758,-0.3449619,0.5940006,0.5875775,0.3905087,0.1845771,0.6842419,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
458,13.52627,left,3.249729,0.08033603,0.642646,0.5869809,0.3546422,0.6352013,0.3552487,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
458,13.52627,right,2.928303,-0.3445027,0.5924059,0.5928187,0.397087,0.1798226,0.6771645,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
